TSI GBR FIN YRI geneid
0.00611621111448325 0 0.00404087647130442 0.153602162586492 ENSG00000096746
0 0.00390890705163813 0.00630081812925598 0.185809837565496 ENSG00000151532
0.000475051324808098 0 0.00876084245051595 0.0274819967738002 ENSG00000169740
0 0.00460981815661311 0 0.056623756528055 ENSG00000269948
0 0.00375059166742465 0.0100705759128383 0.172808831134315 ENSG00000166343
0.00177929695867368 0 0.00126058853670086 0.0818667465748905 ENSG00000152726
0 0.00789629395521156 0.00179865246187006 0.18865140700265 ENSG00000099204
0.00547899620498732 0 0.0080636589989494 0.168816383207513 ENSG00000180644
0 0.0156983109818273 0.000626320698492167 0.329518448720378 ENSG00000169813
0.00438285810904054 0 0.00296135919959786 0.0334353327610661 ENSG00000023839
0.00239376631385952 0 0 0.0297691644300532 ENSG00000188234
0 0.00406053211792923 0 0.149450957469478 ENSG00000138346
0.00184994908221613 0 0 0.103039748646609 ENSG00000165476
0 0.0538842303371409 0.0133276429357135 0.235804296629976 ENSG00000108064
0.00579606626260441 0 0.037793637020259 0.23224506343326 ENSG00000108061
0.0012912597066689 0 0 0.102357740129524 ENSG00000165879
0.0149134234914405 0 0 0.140297048083398 ENSG00000067082
0.00129103199860204 0 0 0.0549361575028437 ENSG00000204176
0.00209067086291438 0 0 0.13953554316331 ENSG00000119912
0 0.00826875349135701 0.00610758252486993 0.160625332418921 ENSG00000119917
0 0.0441045821514271 0.0232859693961674 0.33398781184066 ENSG00000148688
0.00171111625494702 0.0344358747817937 0.00726130968330872 0.343001141700214 ENSG00000148444
0 0.00491377158119681 0.0146647271111976 0.134080512305458 ENSG00000155629
0.00613778308466485 0 0 0.142920226554358 ENSG00000120594
0 0.00662198986850223 0.0240303167326609 0.155246621047977 ENSG00000107562
0 0.00308623336828408 0.01310181781486 0.313844064084314 ENSG00000107560
0 0.0174950147282278 0 0.357293047545014 ENSG00000107566
0.00592022879661386 0 0.0096787613836367 0.0518428228634125 ENSG00000197771
0 0.00904233901109197 0.0124603779654084 0.0427738387710123 ENSG00000175395
0.0180629752221034 0 0 0.312173440591252 ENSG00000198060
0 0.00454814370262503 0 0.205972405842917 ENSG00000108179
0 0.00449320638408653 0.0078827987510608 0.0799485261545104 ENSG00000120029
0 0.00179694413294336 0 0.125102705568101 ENSG00000120539
0.000793076726215055 0 0.00417057230511065 0.0415599344048422 ENSG00000172661
0.00341688477440889 0 0 0.167195094620101 ENSG00000170430
0.00625738383076764 0 0 0.301589639793838 ENSG00000156384
0 0.0059191527948361 0.00641093497201789 0.0725021717231084 ENSG00000198408
0.00525501410390917 0 0 0.104849688635664 ENSG00000068383
0.00423397062159703 0 0.00807054810031427 0.0827371300785257 ENSG00000107949
0 0.006339181692066 0 0.0452826517667278 ENSG00000138138
0 0.00397664096284719 0 0.30646401611097 ENSG00000065621
0.0150870936673207 0 0 0.202921725577595 ENSG00000198246
0 0.00177282409146944 0.0191992603109382 0.108421335990745 ENSG00000138134
0.00257912279352226 0.000414154747651188 0.00941644373279842 0.0289682044283564 ENSG00000014919
0 0.00118555232487277 0 0.0624224881066189 ENSG00000249860
0.00292607356764773 0 1.69645354495263e-05 0.0762785816796047 ENSG00000138131
0 0.0017452498835552 0.00586941661750471 0.125431231401999 ENSG00000183049
0.0025750533685185 0 0 0.0269843182512791 ENSG00000241058
0.00243185914287934 0 0.0161594966187751 0.13033225520923 ENSG00000108091
0.000785280035959452 0 0.0097636748508656 0.0713429866602613 ENSG00000108094
0 0.00126382767010518 0.0102838804774532 0.0190673498181192 ENSG00000133678
0.000117964605872642 0 0.0162152577966081 0.18139740281533 ENSG00000166348
0 0.000436511041911086 0.0098870356131762 0.0460998727590362 ENSG00000172671
0.00150136427169851 0 0.00203331771836087 0.1250533863914 ENSG00000185736
0 0.0231185508732775 0 0.0873060767112057 ENSG00000136754
0 0.00694914764870012 0 0.126831988181995 ENSG00000136758
0.00357003884739091 0 0.0168025367461332 0.0934002918194682 ENSG00000182022
0 0.00882151800334739 0.0044058307267255 0.264245640717712 ENSG00000196233
0.00704316417542051 0 0 0.108779238695777 ENSG00000165868
0 0.0129310902841607 0 0.294728923193718 ENSG00000204147
0 0.00183225262373418 0 0.118561759837875 ENSG00000176986
0.00411116275959608 0 0.0258626097987986 0.245117588593894 ENSG00000119906
0.0183817875336826 0 0 0.379777812795982 ENSG00000148690
0 0.000926214846498231 0 0.075493331215576 ENSG00000183675
0 0.000312563248983317 0.0248541108242068 0.121458615718231 ENSG00000148450
0.000867541456154843 0 0.000838629459165709 0.103458979046761 ENSG00000148459
0 0 0 0.178477065725091 ENSG00000165312
0.0098260327674822 0 0.00242670320598451 0.118745252379696 ENSG00000107719
